scene,floor,source_question,primary_object,distance_m,predicate,msp_question
00299-bdp1XNEdvmW,0,How many sports balls are stored on the rack in the hallway?,sports balls,2.8,above,Where is 2.8 meters above the sports balls?
00299-bdp1XNEdvmW,0,How many sports balls are stored on the rack in the hallway?,sports balls,3.0,right of,Where is 3.0 meters right of the sports balls?
00299-bdp1XNEdvmW,0,How many sports balls are stored on the rack in the hallway?,sports balls,1.0,right of,Where is 1.0 meters right of the sports balls?
00299-bdp1XNEdvmW,0,How many sports balls are stored on the rack in the hallway?,sports balls,2.2,behind,Where is 2.2 meters behind the sports balls?
00299-bdp1XNEdvmW,0,How many sports balls are stored on the rack in the hallway?,sports balls,3.6,behind,Where is 3.6 meters behind the sports balls?
00299-bdp1XNEdvmW,0,How many sports balls are stored on the rack in the hallway?,sports balls,3.2,in front of,Where is 3.2 meters in front of the sports balls?
00299-bdp1XNEdvmW,0,Are the monitors left on?,monitors,2.0,behind,Where is 2.0 meters behind the monitors?
00299-bdp1XNEdvmW,0,Are the monitors left on?,monitors,4.0,above,Where is 4.0 meters above the monitors?
00299-bdp1XNEdvmW,0,Are the monitors left on?,monitors,1.8,below,Where is 1.8 meters below the monitors?
00299-bdp1XNEdvmW,0,Are the monitors left on?,monitors,3.6,behind,Where is 3.6 meters behind the monitors?
00299-bdp1XNEdvmW,0,Are the monitors left on?,monitors,2.6,left of,Where is 2.6 meters left of the monitors?
00299-bdp1XNEdvmW,0,Are the monitors left on?,monitors,2.2,right of,Where is 2.2 meters right of the monitors?
00299-bdp1XNEdvmW,0,Are the monitors left on?,monitors,0.8,below,Where is 0.8 meters below the monitors?
00299-bdp1XNEdvmW,0,Are the monitors left on?,monitors,1.0,right of,Where is 1.0 meters right of the monitors?
00299-bdp1XNEdvmW,1,Is there any vegetable left on the cutting board?,vegetable,0.6,behind,Where is 0.6 meters behind the vegetable?
00299-bdp1XNEdvmW,1,Is there any vegetable left on the cutting board?,vegetable,1.4,behind,Where is 1.4 meters behind the vegetable?
00299-bdp1XNEdvmW,1,Is there any vegetable left on the cutting board?,vegetable,3.4,right of,Where is 3.4 meters right of the vegetable?
00299-bdp1XNEdvmW,1,Is there any vegetable left on the cutting board?,vegetable,3.2,above,Where is 3.2 meters above the vegetable?
00299-bdp1XNEdvmW,1,Is there any vegetable left on the cutting board?,vegetable,1.6,right of,Where is 1.6 meters right of the vegetable?
00299-bdp1XNEdvmW,1,Is there any vegetable left on the cutting board?,vegetable,3.6,right of,Where is 3.6 meters right of the vegetable?
00299-bdp1XNEdvmW,1,Is there any vegetable left on the cutting board?,vegetable,1.2,left of,Where is 1.2 meters left of the vegetable?
00299-bdp1XNEdvmW,1,Is there any vegetable left on the cutting board?,vegetable,2.6,right of,Where is 2.6 meters right of the vegetable?
00304-X6Pct1msZv5,0,Is the air conditioning in the bedroom with flower painting turned on?,air conditioning,2.2,above,Where is 2.2 meters above the air conditioning?
00304-X6Pct1msZv5,0,Is the air conditioning in the bedroom with flower painting turned on?,air conditioning,3.6,right of,Where is 3.6 meters right of the air conditioning?
00304-X6Pct1msZv5,0,Is the air conditioning in the bedroom with flower painting turned on?,air conditioning,0.6,left of,Where is 0.6 meters left of the air conditioning?
00304-X6Pct1msZv5,0,Is the air conditioning in the bedroom with flower painting turned on?,air conditioning,4.0,below,Where is 4.0 meters below the air conditioning?
00304-X6Pct1msZv5,0,Is the air conditioning in the bedroom with flower painting turned on?,air conditioning,1.6,behind,Where is 1.6 meters behind the air conditioning?
00304-X6Pct1msZv5,0,Is the air conditioning in the bedroom with flower painting turned on?,air conditioning,1.2,behind,Where is 1.2 meters behind the air conditioning?
00304-X6Pct1msZv5,0,Is the air conditioning in the bedroom with flower painting turned on?,air conditioning,1.0,behind,Where is 1.0 meters behind the air conditioning?
00304-X6Pct1msZv5,0,Is the air conditioning in the bedroom with flower painting turned on?,air conditioning,2.6,below,Where is 2.6 meters below the air conditioning?
00313-PE6kVEtrxtj,0,I am looking for the stack of magazines I left somewhere in the living room.,stack of magazines,3.4,in front of,Where is 3.4 meters in front of the stack of magazines?
00313-PE6kVEtrxtj,0,I am looking for the stack of magazines I left somewhere in the living room.,stack of magazines,1.4,above,Where is 1.4 meters above the stack of magazines?
00313-PE6kVEtrxtj,0,I am looking for the stack of magazines I left somewhere in the living room.,stack of magazines,2.6,in front of,Where is 2.6 meters in front of the stack of magazines?
00313-PE6kVEtrxtj,0,I am looking for the stack of magazines I left somewhere in the living room.,stack of magazines,1.8,right of,Where is 1.8 meters right of the stack of magazines?
00313-PE6kVEtrxtj,0,I am looking for the stack of magazines I left somewhere in the living room.,stack of magazines,2.2,below,Where is 2.2 meters below the stack of magazines?
00313-PE6kVEtrxtj,0,I am looking for the stack of magazines I left somewhere in the living room.,stack of magazines,3.6,above,Where is 3.6 meters above the stack of magazines?
00313-PE6kVEtrxtj,0,I am looking for the stack of magazines I left somewhere in the living room.,stack of magazines,0.2,above,Where is 0.2 meters above the stack of magazines?
00313-PE6kVEtrxtj,0,I am looking for the stack of magazines I left somewhere in the living room.,stack of magazines,1.6,below,Where is 1.6 meters below the stack of magazines?
00323-yHLr6bvWsVm,0,Does the dining table have any fruit bowl on it?,fruit bowl,1.4,behind,Where is 1.4 meters behind the fruit bowl?
00323-yHLr6bvWsVm,0,Does the dining table have any fruit bowl on it?,fruit bowl,0.6,in front of,Where is 0.6 meters in front of the fruit bowl?
00323-yHLr6bvWsVm,0,Does the dining table have any fruit bowl on it?,fruit bowl,1.8,left of,Where is 1.8 meters left of the fruit bowl?
00323-yHLr6bvWsVm,0,Does the dining table have any fruit bowl on it?,fruit bowl,1.6,right of,Where is 1.6 meters right of the fruit bowl?
00323-yHLr6bvWsVm,0,Does the dining table have any fruit bowl on it?,fruit bowl,2.6,left of,Where is 2.6 meters left of the fruit bowl?
00323-yHLr6bvWsVm,0,Does the dining table have any fruit bowl on it?,fruit bowl,4.0,behind,Where is 4.0 meters behind the fruit bowl?
00323-yHLr6bvWsVm,0,Does the dining table have any fruit bowl on it?,fruit bowl,2.2,below,Where is 2.2 meters below the fruit bowl?
00323-yHLr6bvWsVm,0,Does the dining table have any fruit bowl on it?,fruit bowl,3.4,behind,Where is 3.4 meters behind the fruit bowl?
00324-DoSbsoo4EAg,0,Is there already some shampoo at the shower?,shampoo,3.8,behind,Where is 3.8 meters behind the shampoo?
00324-DoSbsoo4EAg,0,Is there already some shampoo at the shower?,shampoo,3.2,behind,Where is 3.2 meters behind the shampoo?
00324-DoSbsoo4EAg,0,Is there already some shampoo at the shower?,shampoo,0.2,right of,Where is 0.2 meters right of the shampoo?
00324-DoSbsoo4EAg,0,Is there already some shampoo at the shower?,shampoo,0.6,left of,Where is 0.6 meters left of the shampoo?
00324-DoSbsoo4EAg,0,Is there already some shampoo at the shower?,shampoo,2.6,right of,Where is 2.6 meters right of the shampoo?
00324-DoSbsoo4EAg,0,Is there already some shampoo at the shower?,shampoo,3.0,right of,Where is 3.0 meters right of the shampoo?
00324-DoSbsoo4EAg,0,Is there already some shampoo at the shower?,shampoo,2.8,right of,Where is 2.8 meters right of the shampoo?
00324-DoSbsoo4EAg,0,Is there already some shampoo at the shower?,shampoo,1.8,above,Where is 1.8 meters above the shampoo?
00326-u9rPN5cHWBg,0,Are the bedroom lamps on?,bedroom lamps,0.8,above,Where is 0.8 meters above the bedroom lamps?
00326-u9rPN5cHWBg,0,Are the bedroom lamps on?,bedroom lamps,3.0,left of,Where is 3.0 meters left of the bedroom lamps?
00326-u9rPN5cHWBg,0,Are the bedroom lamps on?,bedroom lamps,0.6,below,Where is 0.6 meters below the bedroom lamps?
00326-u9rPN5cHWBg,0,Are the bedroom lamps on?,bedroom lamps,0.4,below,Where is 0.4 meters below the bedroom lamps?
00326-u9rPN5cHWBg,0,Are the bedroom lamps on?,bedroom lamps,0.2,in front of,Where is 0.2 meters in front of the bedroom lamps?
00326-u9rPN5cHWBg,0,Are the bedroom lamps on?,bedroom lamps,2.6,right of,Where is 2.6 meters right of the bedroom lamps?
00326-u9rPN5cHWBg,0,Are the bedroom lamps on?,bedroom lamps,3.6,below,Where is 3.6 meters below the bedroom lamps?
00326-u9rPN5cHWBg,0,Are the bedroom lamps on?,bedroom lamps,4.0,in front of,Where is 4.0 meters in front of the bedroom lamps?
00327-xgLmjqzoAzF,0,Where did I leave the black suitcases?,black suitcases,3.4,right of,Where is 3.4 meters right of the black suitcases?
00327-xgLmjqzoAzF,0,Where did I leave the black suitcases?,black suitcases,2.8,behind,Where is 2.8 meters behind the black suitcases?
00327-xgLmjqzoAzF,0,Where did I leave the black suitcases?,black suitcases,0.8,in front of,Where is 0.8 meters in front of the black suitcases?
00327-xgLmjqzoAzF,0,Where did I leave the black suitcases?,black suitcases,3.6,right of,Where is 3.6 meters right of the black suitcases?
00327-xgLmjqzoAzF,0,Where did I leave the black suitcases?,black suitcases,0.6,above,Where is 0.6 meters above the black suitcases?
00327-xgLmjqzoAzF,0,Where did I leave the black suitcases?,black suitcases,1.0,left of,Where is 1.0 meters left of the black suitcases?
00327-xgLmjqzoAzF,0,Where did I leave the black suitcases?,black suitcases,1.8,left of,Where is 1.8 meters left of the black suitcases?
00327-xgLmjqzoAzF,0,Where did I leave the black suitcases?,black suitcases,2.0,above,Where is 2.0 meters above the black suitcases?
00327-xgLmjqzoAzF,0,I was playing pool with friends. Are the balls put away from the table?,pool balls,2.0,above,Where is 2.0 meters above the pool balls?
00327-xgLmjqzoAzF,0,I was playing pool with friends. Are the balls put away from the table?,pool balls,3.0,right of,Where is 3.0 meters right of the pool balls?
00327-xgLmjqzoAzF,0,I was playing pool with friends. Are the balls put away from the table?,pool balls,1.8,left of,Where is 1.8 meters left of the pool balls?
00327-xgLmjqzoAzF,0,I was playing pool with friends. Are the balls put away from the table?,pool balls,2.2,behind,Where is 2.2 meters behind the pool balls?
00327-xgLmjqzoAzF,0,I was playing pool with friends. Are the balls put away from the table?,pool balls,1.6,below,Where is 1.6 meters below the pool balls?
00327-xgLmjqzoAzF,0,I was playing pool with friends. Are the balls put away from the table?,pool balls,3.2,below,Where is 3.2 meters below the pool balls?
00327-xgLmjqzoAzF,0,I was playing pool with friends. Are the balls put away from the table?,pool balls,3.6,in front of,Where is 3.6 meters in front of the pool balls?
00327-xgLmjqzoAzF,0,I was playing pool with friends. Are the balls put away from the table?,pool balls,0.8,left of,Where is 0.8 meters left of the pool balls?
00330-WhNyDTnd9g5,0,Are the pillows left on the porch chair?,pillows,0.2,behind,Where is 0.2 meters behind the pillows?
00330-WhNyDTnd9g5,0,Are the pillows left on the porch chair?,pillows,1.4,in front of,Where is 1.4 meters in front of the pillows?
00330-WhNyDTnd9g5,0,Are the pillows left on the porch chair?,pillows,3.2,right of,Where is 3.2 meters right of the pillows?
00330-WhNyDTnd9g5,0,Are the pillows left on the porch chair?,pillows,2.8,behind,Where is 2.8 meters behind the pillows?
00330-WhNyDTnd9g5,0,Are the pillows left on the porch chair?,pillows,0.6,left of,Where is 0.6 meters left of the pillows?
00330-WhNyDTnd9g5,0,Are the pillows left on the porch chair?,pillows,1.0,below,Where is 1.0 meters below the pillows?
00330-WhNyDTnd9g5,0,Are the pillows left on the porch chair?,pillows,0.8,in front of,Where is 0.8 meters in front of the pillows?
00330-WhNyDTnd9g5,0,Are the pillows left on the porch chair?,pillows,2.2,below,Where is 2.2 meters below the pillows?
00330-WhNyDTnd9g5,2,Is the curtain shade pulled down in the kid's room?,curtain shade,2.8,above,Where is 2.8 meters above the curtain shade?
00330-WhNyDTnd9g5,2,Is the curtain shade pulled down in the kid's room?,curtain shade,2.4,left of,Where is 2.4 meters left of the curtain shade?
00330-WhNyDTnd9g5,2,Is the curtain shade pulled down in the kid's room?,curtain shade,2.6,right of,Where is 2.6 meters right of the curtain shade?
00330-WhNyDTnd9g5,2,Is the curtain shade pulled down in the kid's room?,curtain shade,1.4,behind,Where is 1.4 meters behind the curtain shade?
00330-WhNyDTnd9g5,2,Is the curtain shade pulled down in the kid's room?,curtain shade,0.2,right of,Where is 0.2 meters right of the curtain shade?
00330-WhNyDTnd9g5,2,Is the curtain shade pulled down in the kid's room?,curtain shade,3.6,in front of,Where is 3.6 meters in front of the curtain shade?
00330-WhNyDTnd9g5,2,Is the curtain shade pulled down in the kid's room?,curtain shade,1.0,right of,Where is 1.0 meters right of the curtain shade?
00330-WhNyDTnd9g5,2,Is the curtain shade pulled down in the kid's room?,curtain shade,3.8,right of,Where is 3.8 meters right of the curtain shade?
00366-fxbzYAGkrtm,0,I am looking for my boots. Are they on the stairs by the entrance door?,boots,3.0,right of,Where is 3.0 meters right of the boots?
00366-fxbzYAGkrtm,0,I am looking for my boots. Are they on the stairs by the entrance door?,boots,1.6,right of,Where is 1.6 meters right of the boots?
00366-fxbzYAGkrtm,0,I am looking for my boots. Are they on the stairs by the entrance door?,boots,1.8,behind,Where is 1.8 meters behind the boots?
00366-fxbzYAGkrtm,0,I am looking for my boots. Are they on the stairs by the entrance door?,boots,2.0,behind,Where is 2.0 meters behind the boots?
00366-fxbzYAGkrtm,0,I am looking for my boots. Are they on the stairs by the entrance door?,boots,0.8,below,Where is 0.8 meters below the boots?
00366-fxbzYAGkrtm,0,I am looking for my boots. Are they on the stairs by the entrance door?,boots,3.4,left of,Where is 3.4 meters left of the boots?
00366-fxbzYAGkrtm,0,I am looking for my boots. Are they on the stairs by the entrance door?,boots,3.8,above,Where is 3.8 meters above the boots?
00366-fxbzYAGkrtm,0,I am looking for my boots. Are they on the stairs by the entrance door?,boots,4.0,right of,Where is 4.0 meters right of the boots?
00366-fxbzYAGkrtm,1,How many pillows I put on the bed with red bedding?,pillows,2.6,left of,Where is 2.6 meters left of the pillows?
00366-fxbzYAGkrtm,1,How many pillows I put on the bed with red bedding?,pillows,0.4,right of,Where is 0.4 meters right of the pillows?
00366-fxbzYAGkrtm,1,How many pillows I put on the bed with red bedding?,pillows,1.4,behind,Where is 1.4 meters behind the pillows?
00366-fxbzYAGkrtm,1,How many pillows I put on the bed with red bedding?,pillows,0.2,behind,Where is 0.2 meters behind the pillows?
00366-fxbzYAGkrtm,1,How many pillows I put on the bed with red bedding?,pillows,1.0,below,Where is 1.0 meters below the pillows?
00366-fxbzYAGkrtm,1,How many pillows I put on the bed with red bedding?,pillows,3.6,in front of,Where is 3.6 meters in front of the pillows?
00366-fxbzYAGkrtm,1,How many pillows I put on the bed with red bedding?,pillows,3.4,below,Where is 3.4 meters below the pillows?
00366-fxbzYAGkrtm,1,How many pillows I put on the bed with red bedding?,pillows,2.4,left of,Where is 2.4 meters left of the pillows?
00386-b3WpMbPFB6q,0,I can't find my laptop anywhere.,laptop,0.6,behind,Where is 0.6 meters behind the laptop?
00386-b3WpMbPFB6q,0,I can't find my laptop anywhere.,laptop,1.2,left of,Where is 1.2 meters left of the laptop?
00386-b3WpMbPFB6q,0,I can't find my laptop anywhere.,laptop,2.2,in front of,Where is 2.2 meters in front of the laptop?
00386-b3WpMbPFB6q,0,I can't find my laptop anywhere.,laptop,1.4,below,Where is 1.4 meters below the laptop?
00386-b3WpMbPFB6q,0,I can't find my laptop anywhere.,laptop,3.8,below,Where is 3.8 meters below the laptop?
00386-b3WpMbPFB6q,0,I can't find my laptop anywhere.,laptop,3.6,behind,Where is 3.6 meters behind the laptop?
00386-b3WpMbPFB6q,0,I can't find my laptop anywhere.,laptop,1.8,in front of,Where is 1.8 meters in front of the laptop?
00386-b3WpMbPFB6q,0,I can't find my laptop anywhere.,laptop,2.4,in front of,Where is 2.4 meters in front of the laptop?
00386-b3WpMbPFB6q,0,Is my jacket left on the staircase?,jacket,3.0,behind,Where is 3.0 meters behind the jacket?
00386-b3WpMbPFB6q,0,Is my jacket left on the staircase?,jacket,1.2,left of,Where is 1.2 meters left of the jacket?
00386-b3WpMbPFB6q,0,Is my jacket left on the staircase?,jacket,0.8,above,Where is 0.8 meters above the jacket?
00386-b3WpMbPFB6q,0,Is my jacket left on the staircase?,jacket,0.2,right of,Where is 0.2 meters right of the jacket?
00386-b3WpMbPFB6q,0,Is my jacket left on the staircase?,jacket,0.6,behind,Where is 0.6 meters behind the jacket?
00386-b3WpMbPFB6q,0,Is my jacket left on the staircase?,jacket,1.0,in front of,Where is 1.0 meters in front of the jacket?
00386-b3WpMbPFB6q,0,Is my jacket left on the staircase?,jacket,0.4,in front of,Where is 0.4 meters in front of the jacket?
00386-b3WpMbPFB6q,0,Is my jacket left on the staircase?,jacket,3.8,behind,Where is 3.8 meters behind the jacket?
00388-pcpn6mFqFCg,0,Is the kettle on the coffee table?,kettle,0.6,in front of,Where is 0.6 meters in front of the kettle?
00388-pcpn6mFqFCg,0,Is the kettle on the coffee table?,kettle,0.4,in front of,Where is 0.4 meters in front of the kettle?
00388-pcpn6mFqFCg,0,Is the kettle on the coffee table?,kettle,3.2,below,Where is 3.2 meters below the kettle?
00388-pcpn6mFqFCg,0,Is the kettle on the coffee table?,kettle,1.4,behind,Where is 1.4 meters behind the kettle?
00388-pcpn6mFqFCg,0,Is the kettle on the coffee table?,kettle,2.4,left of,Where is 2.4 meters left of the kettle?
00388-pcpn6mFqFCg,0,Is the kettle on the coffee table?,kettle,1.8,below,Where is 1.8 meters below the kettle?
00388-pcpn6mFqFCg,0,Is the kettle on the coffee table?,kettle,1.6,behind,Where is 1.6 meters behind the kettle?
00388-pcpn6mFqFCg,0,Is the kettle on the coffee table?,kettle,0.8,right of,Where is 0.8 meters right of the kettle?
00388-pcpn6mFqFCg,0,Which rug did I put next to the kitchen sink?,rug,2.6,in front of,Where is 2.6 meters in front of the rug?
00388-pcpn6mFqFCg,0,Which rug did I put next to the kitchen sink?,rug,0.4,right of,Where is 0.4 meters right of the rug?
00388-pcpn6mFqFCg,0,Which rug did I put next to the kitchen sink?,rug,4.0,below,Where is 4.0 meters below the rug?
00388-pcpn6mFqFCg,0,Which rug did I put next to the kitchen sink?,rug,3.8,left of,Where is 3.8 meters left of the rug?
00388-pcpn6mFqFCg,0,Which rug did I put next to the kitchen sink?,rug,3.0,above,Where is 3.0 meters above the rug?
00388-pcpn6mFqFCg,0,Which rug did I put next to the kitchen sink?,rug,3.4,in front of,Where is 3.4 meters in front of the rug?
00388-pcpn6mFqFCg,0,Which rug did I put next to the kitchen sink?,rug,3.6,in front of,Where is 3.6 meters in front of the rug?
00388-pcpn6mFqFCg,0,Which rug did I put next to the kitchen sink?,rug,0.2,in front of,Where is 0.2 meters in front of the rug?
00397-ZNanfzgCdm3,0,Are curtains closed in the bedroom?,curtains,2.2,above,Where is 2.2 meters above the curtains?
00397-ZNanfzgCdm3,0,Are curtains closed in the bedroom?,curtains,0.4,below,Where is 0.4 meters below the curtains?
00397-ZNanfzgCdm3,0,Are curtains closed in the bedroom?,curtains,1.8,left of,Where is 1.8 meters left of the curtains?
00397-ZNanfzgCdm3,0,Are curtains closed in the bedroom?,curtains,4.0,left of,Where is 4.0 meters left of the curtains?
00397-ZNanfzgCdm3,0,Are curtains closed in the bedroom?,curtains,3.6,right of,Where is 3.6 meters right of the curtains?
00397-ZNanfzgCdm3,0,Are curtains closed in the bedroom?,curtains,1.0,left of,Where is 1.0 meters left of the curtains?
00397-ZNanfzgCdm3,0,Are curtains closed in the bedroom?,curtains,0.2,behind,Where is 0.2 meters behind the curtains?
00397-ZNanfzgCdm3,0,Are curtains closed in the bedroom?,curtains,2.4,below,Where is 2.4 meters below the curtains?
00397-ZNanfzgCdm3,0,Where are the laptops?,laptops,3.0,left of,Where is 3.0 meters left of the laptops?
00397-ZNanfzgCdm3,0,Where are the laptops?,laptops,2.6,below,Where is 2.6 meters below the laptops?
00397-ZNanfzgCdm3,0,Where are the laptops?,laptops,1.8,in front of,Where is 1.8 meters in front of the laptops?
00397-ZNanfzgCdm3,0,Where are the laptops?,laptops,2.8,below,Where is 2.8 meters below the laptops?
00397-ZNanfzgCdm3,0,Where are the laptops?,laptops,3.2,right of,Where is 3.2 meters right of the laptops?
00397-ZNanfzgCdm3,0,Where are the laptops?,laptops,0.6,above,Where is 0.6 meters above the laptops?
00397-ZNanfzgCdm3,0,Where are the laptops?,laptops,1.6,right of,Where is 1.6 meters right of the laptops?
00397-ZNanfzgCdm3,0,Where are the laptops?,laptops,4.0,in front of,Where is 4.0 meters in front of the laptops?
00404-QN2dRqwd84J,0,Is the television in the bedroom left on?,television,2.2,right of,Where is 2.2 meters right of the television?
00404-QN2dRqwd84J,0,Is the television in the bedroom left on?,television,3.0,behind,Where is 3.0 meters behind the television?
00404-QN2dRqwd84J,0,Is the television in the bedroom left on?,television,2.4,left of,Where is 2.4 meters left of the television?
00404-QN2dRqwd84J,0,Is the television in the bedroom left on?,television,0.6,below,Where is 0.6 meters below the television?
00404-QN2dRqwd84J,0,Is the television in the bedroom left on?,television,1.4,left of,Where is 1.4 meters left of the television?
00404-QN2dRqwd84J,0,Is the television in the bedroom left on?,television,3.2,behind,Where is 3.2 meters behind the television?
00404-QN2dRqwd84J,0,Is the television in the bedroom left on?,television,2.6,above,Where is 2.6 meters above the television?
00404-QN2dRqwd84J,0,Is the television in the bedroom left on?,television,3.4,above,Where is 3.4 meters above the television?
00410-v7DzfFFEpsD,0,Which side of the front door is the plant now?,plant,2.2,right of,Where is 2.2 meters right of the plant?
00410-v7DzfFFEpsD,0,Which side of the front door is the plant now?,plant,1.2,left of,Where is 1.2 meters left of the plant?
00410-v7DzfFFEpsD,0,Which side of the front door is the plant now?,plant,2.8,behind,Where is 2.8 meters behind the plant?
00410-v7DzfFFEpsD,0,Which side of the front door is the plant now?,plant,0.8,behind,Where is 0.8 meters behind the plant?
00410-v7DzfFFEpsD,0,Which side of the front door is the plant now?,plant,0.6,below,Where is 0.6 meters below the plant?
00410-v7DzfFFEpsD,0,Which side of the front door is the plant now?,plant,1.0,behind,Where is 1.0 meters behind the plant?
00410-v7DzfFFEpsD,0,Which side of the front door is the plant now?,plant,2.0,right of,Where is 2.0 meters right of the plant?
00410-v7DzfFFEpsD,0,Which side of the front door is the plant now?,plant,0.4,right of,Where is 0.4 meters right of the plant?
00410-v7DzfFFEpsD,1,I need to find my Louis Vuitton box.,Louis Vuitton box,1.0,in front of,Where is 1.0 meters in front of the Louis Vuitton box?
00410-v7DzfFFEpsD,1,I need to find my Louis Vuitton box.,Louis Vuitton box,2.8,in front of,Where is 2.8 meters in front of the Louis Vuitton box?
00410-v7DzfFFEpsD,1,I need to find my Louis Vuitton box.,Louis Vuitton box,3.0,above,Where is 3.0 meters above the Louis Vuitton box?
00410-v7DzfFFEpsD,1,I need to find my Louis Vuitton box.,Louis Vuitton box,1.6,in front of,Where is 1.6 meters in front of the Louis Vuitton box?
00410-v7DzfFFEpsD,1,I need to find my Louis Vuitton box.,Louis Vuitton box,0.8,in front of,Where is 0.8 meters in front of the Louis Vuitton box?
00410-v7DzfFFEpsD,1,I need to find my Louis Vuitton box.,Louis Vuitton box,2.6,in front of,Where is 2.6 meters in front of the Louis Vuitton box?
00410-v7DzfFFEpsD,1,I need to find my Louis Vuitton box.,Louis Vuitton box,3.8,below,Where is 3.8 meters below the Louis Vuitton box?
00410-v7DzfFFEpsD,1,I need to find my Louis Vuitton box.,Louis Vuitton box,4.0,in front of,Where is 4.0 meters in front of the Louis Vuitton box?
00410-v7DzfFFEpsD,1,Which pillow is there on the armchair in the main bedroom?,pillow,1.4,above,Where is 1.4 meters above the pillow?
00410-v7DzfFFEpsD,1,Which pillow is there on the armchair in the main bedroom?,pillow,3.0,right of,Where is 3.0 meters right of the pillow?
00410-v7DzfFFEpsD,1,Which pillow is there on the armchair in the main bedroom?,pillow,1.6,in front of,Where is 1.6 meters in front of the pillow?
00410-v7DzfFFEpsD,1,Which pillow is there on the armchair in the main bedroom?,pillow,1.2,left of,Where is 1.2 meters left of the pillow?
00410-v7DzfFFEpsD,1,Which pillow is there on the armchair in the main bedroom?,pillow,3.6,behind,Where is 3.6 meters behind the pillow?
00410-v7DzfFFEpsD,1,Which pillow is there on the armchair in the main bedroom?,pillow,0.8,in front of,Where is 0.8 meters in front of the pillow?
00410-v7DzfFFEpsD,1,Which pillow is there on the armchair in the main bedroom?,pillow,0.6,right of,Where is 0.6 meters right of the pillow?
00410-v7DzfFFEpsD,1,Which pillow is there on the armchair in the main bedroom?,pillow,1.0,above,Where is 1.0 meters above the pillow?
00414-77mMEyxhs44,0,Is the monitor left on?,monitor,3.4,right of,Where is 3.4 meters right of the monitor?
00414-77mMEyxhs44,0,Is the monitor left on?,monitor,1.6,behind,Where is 1.6 meters behind the monitor?
00414-77mMEyxhs44,0,Is the monitor left on?,monitor,0.8,in front of,Where is 0.8 meters in front of the monitor?
00414-77mMEyxhs44,0,Is the monitor left on?,monitor,3.0,left of,Where is 3.0 meters left of the monitor?
00414-77mMEyxhs44,0,Is the monitor left on?,monitor,0.4,in front of,Where is 0.4 meters in front of the monitor?
00414-77mMEyxhs44,0,Is the monitor left on?,monitor,3.2,right of,Where is 3.2 meters right of the monitor?
00414-77mMEyxhs44,0,Is the monitor left on?,monitor,0.2,left of,Where is 0.2 meters left of the monitor?
00414-77mMEyxhs44,0,Is the monitor left on?,monitor,3.8,left of,Where is 3.8 meters left of the monitor?
00414-77mMEyxhs44,1,I'm looking for my blue check-patterned blanket. Where is it?,blue check-patterned blanket,1.4,behind,Where is 1.4 meters behind the blue check-patterned blanket?
00414-77mMEyxhs44,1,I'm looking for my blue check-patterned blanket. Where is it?,blue check-patterned blanket,3.8,above,Where is 3.8 meters above the blue check-patterned blanket?
00414-77mMEyxhs44,1,I'm looking for my blue check-patterned blanket. Where is it?,blue check-patterned blanket,4.0,in front of,Where is 4.0 meters in front of the blue check-patterned blanket?
00414-77mMEyxhs44,1,I'm looking for my blue check-patterned blanket. Where is it?,blue check-patterned blanket,0.6,below,Where is 0.6 meters below the blue check-patterned blanket?
00414-77mMEyxhs44,1,I'm looking for my blue check-patterned blanket. Where is it?,blue check-patterned blanket,2.4,left of,Where is 2.4 meters left of the blue check-patterned blanket?
00414-77mMEyxhs44,1,I'm looking for my blue check-patterned blanket. Where is it?,blue check-patterned blanket,1.8,left of,Where is 1.8 meters left of the blue check-patterned blanket?
00414-77mMEyxhs44,1,I'm looking for my blue check-patterned blanket. Where is it?,blue check-patterned blanket,2.8,below,Where is 2.8 meters below the blue check-patterned blanket?
00414-77mMEyxhs44,1,I'm looking for my blue check-patterned blanket. Where is it?,blue check-patterned blanket,3.4,above,Where is 3.4 meters above the blue check-patterned blanket?
00440-wPLokgvCnuk,1,How many towels are there at the oven?,towels,4.0,right of,Where is 4.0 meters right of the towels?
00440-wPLokgvCnuk,1,How many towels are there at the oven?,towels,2.4,in front of,Where is 2.4 meters in front of the towels?
00440-wPLokgvCnuk,1,How many towels are there at the oven?,towels,1.4,left of,Where is 1.4 meters left of the towels?
00440-wPLokgvCnuk,1,How many towels are there at the oven?,towels,0.4,above,Where is 0.4 meters above the towels?
00440-wPLokgvCnuk,1,How many towels are there at the oven?,towels,3.8,below,Where is 3.8 meters below the towels?
00440-wPLokgvCnuk,1,How many towels are there at the oven?,towels,1.2,below,Where is 1.2 meters below the towels?
00440-wPLokgvCnuk,1,How many towels are there at the oven?,towels,0.6,right of,Where is 0.6 meters right of the towels?
00440-wPLokgvCnuk,1,How many towels are there at the oven?,towels,0.2,left of,Where is 0.2 meters left of the towels?
00440-wPLokgvCnuk,1,What did I leave on the coffee table?,coffee table,2.2,behind,Where is 2.2 meters behind the coffee table?
00440-wPLokgvCnuk,1,What did I leave on the coffee table?,coffee table,2.8,above,Where is 2.8 meters above the coffee table?
00440-wPLokgvCnuk,1,What did I leave on the coffee table?,coffee table,2.4,behind,Where is 2.4 meters behind the coffee table?
00440-wPLokgvCnuk,1,What did I leave on the coffee table?,coffee table,1.2,left of,Where is 1.2 meters left of the coffee table?
